[2022-11-01 13:14:32,666][lightning][INFO] - successful load initial weights
[2022-11-01 13:37:32,619][lightning][INFO] - prediction: прекратицоршую чтобалне
[2022-11-01 13:37:33,838][lightning][INFO] - reference : давай посмотрим какое видео будет следующее
[2022-11-01 13:37:33,838][lightning][INFO] - prediction: давая посмотрем какое виде устуще
[2022-11-01 13:37:35,004][lightning][INFO] - reference : канал мир двадцать четыре
[2022-11-01 13:37:35,005][lightning][INFO] - prediction: наме двадцать четыре
[2022-11-01 13:37:36,237][lightning][INFO] - reference : посмотреть телеканал наше тв
[2022-11-01 13:37:36,238][lightning][INFO] - prediction: посмотреть телеканал наше тв
[2022-11-01 13:37:37,570][lightning][INFO] - reference : на моей зарплатной карте от сбербанка
[2022-11-01 13:37:37,570][lightning][INFO] - prediction: намаелиза овплона карцетсте банка
[2022-11-01 13:37:38,794][lightning][INFO] - reference : какой валютой расплачиваться в узбекистане
[2022-11-01 13:37:38,795][lightning][INFO] - prediction: какую квалюта расплачивются воскекестани
[2022-11-01 13:37:39,960][lightning][INFO] - reference : адрес банкомата который принимает оплату за коммунальные услуги
[2022-11-01 13:37:39,960][lightning][INFO] - prediction: обанкомата кодоп дватолодут ванимонуски
[2022-11-01 13:37:40,996][lightning][INFO] - reference : джой джон уик две тысячи девятнадцатый
[2022-11-01 13:37:40,996][lightning][INFO] - prediction: джой джо кык две тысячи девятнадцато
[2022-11-01 13:37:43,089][lightning][INFO] - reference : салют почему тошнит от стихов валерия брюсова
[2022-11-01 13:37:43,090][lightning][INFO] - prediction: салют почему тажниготстехо алели бриксова
[2022-11-01 13:37:44,987][lightning][INFO] - reference :  
[2022-11-01 13:37:44,988][lightning][INFO] - prediction: споктсотомиисаникилочор
[2022-11-01 13:37:47,522][lightning][INFO] - reference : джой насколько ты умнее меня
[2022-11-01 13:37:47,522][lightning][INFO] - prediction: джой на сколько пудмлея
[2022-11-01 13:37:49,174][lightning][INFO] - reference : будильник в семь утра
[2022-11-01 13:37:49,174][lightning][INFO] - prediction: обудильник семь ьутра
[2022-11-01 13:37:50,562][lightning][INFO] - reference : в какой команде выступал француз ален прост будучи чемпионом мира
[2022-11-01 13:37:50,562][lightning][INFO] - prediction: какой команивысту полфонтос алетроства вудучу чепионом миро
[2022-11-01 13:37:51,824][lightning][INFO] - reference :  
[2022-11-01 13:37:51,824][lightning][INFO] - prediction: 
[2022-11-01 13:37:53,077][lightning][INFO] - reference : открой кухня тв
[2022-11-01 13:37:53,078][lightning][INFO] - prediction: кой куни дв
[2022-11-01 13:37:54,228][lightning][INFO] - reference : как могу пользоваться бонусами спасибо
[2022-11-01 13:37:54,229][lightning][INFO] - prediction: как вогу пользоваться бонусева спасибо
[2022-11-01 13:37:55,386][lightning][INFO] - reference : салют высота над уровнем моря с пятак
[2022-11-01 13:37:55,387][lightning][INFO] - prediction: салют высота надуровнегоре спята
[2022-11-01 13:37:56,565][lightning][INFO] - reference : джой какой баланс на
[2022-11-01 13:37:56,566][lightning][INFO] - prediction: джой какой баланс на
[2022-11-01 13:37:57,719][lightning][INFO] - reference : что было причиной
[2022-11-01 13:37:57,720][lightning][INFO] - prediction: облакрючимы
[2022-11-01 13:37:59,168][lightning][INFO] - reference : отключить услугу смс оповещение
[2022-11-01 13:37:59,169][lightning][INFO] - prediction: подключиуслогу песмес топовещения
[2022-11-01 13:38:00,420][lightning][INFO] - reference : скажи как отключить тебя по таймеру
[2022-11-01 13:38:00,420][lightning][INFO] - prediction: сажи как отпчие бяпотагр
[2022-11-01 13:38:01,780][lightning][INFO] - reference : джой будь так добра поставь будильник для меня
[2022-11-01 13:38:01,781][lightning][INFO] - prediction: джой буток дабрав поставь будильни к ре меня
[2022-11-01 13:38:03,616][lightning][INFO] - reference :  
[2022-11-01 13:38:03,616][lightning][INFO] - prediction: 
[2022-11-01 13:38:05,073][lightning][INFO] - reference :  
[2022-11-01 13:38:05,073][lightning][INFO] - prediction: афина вупп
[2022-11-01 13:38:06,660][lightning][INFO] - reference : афина какие деньги в чехии
[2022-11-01 13:38:06,660][lightning][INFO] - prediction: афина какие деньгиг чени
[2022-11-01 13:38:07,694][lightning][INFO] - reference :  
[2022-11-01 13:38:07,695][lightning][INFO] - prediction: нарвтрдисисмы
[2022-11-01 13:38:08,973][lightning][INFO] - reference : афина сколько осталось денег на каспи
[2022-11-01 13:38:08,973][lightning][INFO] - prediction: афина сколько остало деньг на а казти
[2022-11-01 13:38:10,257][lightning][INFO] - reference : сбер как указать свои реквизиты
[2022-11-01 13:38:10,258][lightning][INFO] - prediction: сбер как пазатсе ликмизиты
[2022-11-01 13:38:11,570][lightning][INFO] - reference : где находится штаб квартира европол
[2022-11-01 13:38:11,570][lightning][INFO] - prediction: каке находится чтабковаркироебромко
[2022-11-01 13:38:12,834][lightning][INFO] - reference : доброе утро можно ли проверить карта какого банка был перевод
[2022-11-01 13:38:12,834][lightning][INFO] - prediction: топроутра можно ли проверась карты какому анкабытеревод
[2022-11-01 13:38:13,982][lightning][INFO] - reference : сто двадцать пять разделить на десять
[2022-11-01 13:38:13,982][lightning][INFO] - prediction: что двадцать пятра делена десять
[2022-11-01 13:38:15,536][lightning][INFO] - reference : джой оформить реструктуризацию кредита
[2022-11-01 13:38:15,537][lightning][INFO] - prediction: джой офлорнить естовторежашем кредита
[2022-11-01 13:38:17,039][lightning][INFO] - reference : афина подскажи где банкомат
[2022-11-01 13:38:17,039][lightning][INFO] - prediction: афина подскажи де банкомат
[2022-11-01 13:38:18,357][lightning][INFO] - reference : какая сейчас погода сколько градусов тепла
[2022-11-01 13:38:18,358][lightning][INFO] - prediction: какая сейчас пакода колькогратсвтибара
[2022-11-01 13:38:19,700][lightning][INFO] - reference : вся проблема это преграда которую надо преодолеть или барьер
[2022-11-01 13:38:19,700][lightning][INFO] - prediction: сепроблена икоприграны котрой надопридалить инеде
[2022-11-01 13:38:20,957][lightning][INFO] - reference : шанхайские цветы покажи
[2022-11-01 13:38:20,957][lightning][INFO] - prediction: сокаскийсевики покажи
[2022-11-01 13:38:22,224][lightning][INFO] - reference : сделай запрос сколько на моем счету денег
[2022-11-01 13:38:22,224][lightning][INFO] - prediction: яа зарыскольтонлабщутоллени
[2022-11-01 13:38:23,410][lightning][INFO] - reference : наращивание ногтей с покрытием педикюр
[2022-11-01 13:38:23,410][lightning][INFO] - prediction: наащиване наксе с пакрвте педике
[2022-11-01 13:38:24,501][lightning][INFO] - reference : джой какая валюта у жителей мартиники
[2022-11-01 13:38:24,501][lightning][INFO] - prediction: джой какая валюта житеремартени морти
[2022-11-01 13:38:25,768][lightning][INFO] - reference : сбер что делать при регистрации карты
[2022-11-01 13:38:25,768][lightning][INFO] - prediction: сбер что не жовидистразетазе
[2022-11-01 13:38:27,453][lightning][INFO] - reference : джой запусти телевизионный канал мир сериала
[2022-11-01 13:38:27,454][lightning][INFO] - prediction: джой запусти телевизионный канал несря
[2022-11-01 13:38:28,647][lightning][INFO] - reference : джой фильмы с леонардо ди каприо
[2022-11-01 13:38:28,647][lightning][INFO] - prediction: джой фильмы слянарози каны
[2022-11-01 13:38:29,955][lightning][INFO] - reference : салют где был первый крестовый поход
[2022-11-01 13:38:29,956][lightning][INFO] - prediction: салют где былпервакистой покод
[2022-11-01 13:38:31,182][lightning][INFO] - reference : джой где мой муж
[2022-11-01 13:38:31,182][lightning][INFO] - prediction: джой где подкошь
[2022-11-01 13:38:32,303][lightning][INFO] - reference :  
[2022-11-01 13:38:32,303][lightning][INFO] - prediction: ке евматыни
[2022-11-01 13:38:33,508][lightning][INFO] - reference : сбер какие виды национальной футбольной лиги ты знаешь
[2022-11-01 13:38:33,508][lightning][INFO] - prediction: сбер какие виды оциеманыпопорлыиди ты знаешь
[2022-11-01 13:38:34,745][lightning][INFO] - reference : салют на каком языке говорят
[2022-11-01 13:38:34,745][lightning][INFO] - prediction: салют на когом нязыке квт
[2022-11-01 13:38:35,799][lightning][INFO] - reference : афина что такое эпоха просвещения
[2022-11-01 13:38:35,799][lightning][INFO] - prediction: афи что такое пому посвещение
[2022-11-01 13:38:36,872][lightning][INFO] - reference : фильм один дома
[2022-11-01 13:38:36,873][lightning][INFO] - prediction: лм адин дома
[2022-11-01 13:38:38,135][lightning][INFO] - reference : какие венера анадиомена ты знаешь
[2022-11-01 13:38:38,135][lightning][INFO] - prediction: какиевинираанаделамена ты знаешь
[2022-11-01 13:38:39,498][lightning][INFO] - reference : афина самый выгодный обмен валюты в иране
[2022-11-01 13:38:39,498][lightning][INFO] - prediction: афина сано быкодн бималюты вуррарни
[2022-11-01 13:38:41,107][lightning][INFO] - reference : афина не будем брать трубку
[2022-11-01 13:38:41,108][lightning][INFO] - prediction: афиа не бые бре трюку
[2022-11-01 13:38:42,393][lightning][INFO] - reference : джой какие виды летательных аппаратов ты знаешь
[2022-11-01 13:38:42,393][lightning][INFO] - prediction: джой какие иипатеыопратов ты знаешь
[2022-11-01 13:38:43,548][lightning][INFO] - reference : закиньте на мой номер мтс сто рублей
[2022-11-01 13:38:43,548][lightning][INFO] - prediction: какитина оноверр дсто рублей
[2022-11-01 13:38:45,261][lightning][INFO] - reference : джой построй маршрут до ближайшего банкомата который позволяет внести деньги на карту
[2022-11-01 13:38:45,261][lightning][INFO] - prediction: джой посоас де ближайшеий банкомат тр песволит ести еньги на карте
[2022-11-01 13:38:46,507][lightning][INFO] - reference : салют какой путешественник открыл путь в индию
[2022-11-01 13:38:46,507][lightning][INFO] - prediction: салют какой будешесник открапуть вынте
[2022-11-01 13:38:47,715][lightning][INFO] - reference : фильм семь ужинов
[2022-11-01 13:38:47,716][lightning][INFO] - prediction: имсемь бужарвов
[2022-11-01 13:38:48,716][lightning][INFO] - reference : переводы за последний месяц
[2022-11-01 13:38:48,717][lightning][INFO] - prediction: переводна запоследни месяц
[2022-11-01 13:38:49,914][lightning][INFO] - reference : тридцать будильник включи
[2022-11-01 13:38:49,914][lightning][INFO] - prediction: трися буриня тлючи
[2022-11-01 13:38:51,088][lightning][INFO] - reference : салют на каком языке написана мурзилка
[2022-11-01 13:38:51,088][lightning][INFO] - prediction: саой по какомзыпена песпомуеку
[2022-11-01 13:38:52,272][lightning][INFO] - reference : сбер давай прослушаем эту песню еще раз
[2022-11-01 13:38:52,273][lightning][INFO] - prediction: сбер как просои мату песнифора
[2022-11-01 13:38:53,427][lightning][INFO] - reference : сбер беломорскую улицу в честь кого назвали
[2022-11-01 13:38:53,427][lightning][INFO] - prediction: сбер илонорско уиця в честь каго насваи
[2022-11-01 13:38:54,701][lightning][INFO] - reference : завьялова татьяна замужем
[2022-11-01 13:38:54,701][lightning][INFO] - prediction: авялвататена на нуже
[2022-11-01 13:38:55,723][lightning][INFO] - reference : назови мне баланс всех моих банковских карт
[2022-11-01 13:38:55,723][lightning][INFO] - prediction: завиний баланс все май банковских карт
[2022-11-01 13:38:56,971][lightning][INFO] - reference : пахалин майнкрафт
[2022-11-01 13:38:56,971][lightning][INFO] - prediction: похари момклат
[2022-11-01 13:38:58,062][lightning][INFO] - reference : салют а почему тебе нравятся животные
[2022-11-01 13:38:58,062][lightning][INFO] - prediction: салют опочемути забноралися жумотно
[2022-11-01 13:38:59,265][lightning][INFO] - reference : джой мне нужно поставить таймер на пять минут
[2022-11-01 13:38:59,265][lightning][INFO] - prediction: джой ме ноно постаь капар вая катемину
[2022-11-01 13:39:00,932][lightning][INFO] - reference :  
[2022-11-01 13:39:00,932][lightning][INFO] - prediction: 
[2022-11-01 13:39:02,909][lightning][INFO] - reference : салют что требовал
[2022-11-01 13:39:02,909][lightning][INFO] - prediction: салют что треда вата
[2022-11-01 13:39:04,787][lightning][INFO] - reference : сбер найди сериал рик и морти
[2022-11-01 13:39:04,787][lightning][INFO] - prediction: сбер найди сери убрикоорте
[2022-11-01 13:39:05,949][lightning][INFO] - reference : салют какой город был главным пристанищем японцев
[2022-11-01 13:39:05,950][lightning][INFO] - prediction: салют какой гора быглавно ристолшиепанцев
[2022-11-01 13:39:07,110][lightning][INFO] - reference :  
[2022-11-01 13:39:07,110][lightning][INFO] - prediction: 
[2022-11-01 13:39:08,212][lightning][INFO] - reference : джой какая валюта используется в испании
[2022-11-01 13:39:08,212][lightning][INFO] - prediction: джой какая валютай используется в в испании
[2022-11-01 13:39:09,395][lightning][INFO] - reference : чем платить на занзибаре
[2022-11-01 13:39:09,396][lightning][INFO] - prediction: чем платить наеи поре
[2022-11-01 13:39:10,912][lightning][INFO] - reference :  
[2022-11-01 13:39:10,912][lightning][INFO] - prediction: 
[2022-11-01 13:39:12,089][lightning][INFO] - reference : джой кто то звонит прими вызов поговорим
[2022-11-01 13:39:12,089][lightning][INFO] - prediction: джой кто тозвони премынузыпогволе
[2022-11-01 13:39:13,424][lightning][INFO] - reference : какая валюта в марокко
[2022-11-01 13:39:13,425][lightning][INFO] - prediction: какая валюта марока
[2022-11-01 13:39:14,620][lightning][INFO] - reference : джой могу ли я повысить лимит кредитной карты
[2022-11-01 13:39:14,620][lightning][INFO] - prediction: джой могу лия пмускиветпедитной карты
[2022-11-01 13:39:15,721][lightning][INFO] - reference : афина что означает индоссамент
[2022-11-01 13:39:15,721][lightning][INFO] - prediction: афина что узнаеьшелеик иметосоыт
[2022-11-01 13:39:16,805][lightning][INFO] - reference : сделай лестничное освещение ярче
[2022-11-01 13:39:16,806][lightning][INFO] - prediction: се чич
[2022-11-01 13:39:18,261][lightning][INFO] - reference : на каком языке написано три сестры
[2022-11-01 13:39:18,261][lightning][INFO] - prediction: како зсетри
[2022-11-01 13:39:19,795][lightning][INFO] - reference : включи хэппи дэй
[2022-11-01 13:39:19,795][lightning][INFO] - prediction: включи харкт
[2022-11-01 13:39:21,038][lightning][INFO] - reference : афина где был рожден рафаловский
[2022-11-01 13:39:21,039][lightning][INFO] - prediction: афина где былрожден прповоски
[2022-11-01 13:39:22,273][lightning][INFO] - reference : джой громкость ноль
[2022-11-01 13:39:22,274][lightning][INFO] - prediction: джой ровкоснол
[2022-11-01 13:39:23,933][lightning][INFO] - reference :  
[2022-11-01 13:39:23,933][lightning][INFO] - prediction: ч
[2022-11-01 13:39:25,071][lightning][INFO] - reference : афина какой валютой расплачиваются в молдове
[2022-11-01 13:39:25,072][lightning][INFO] - prediction: афина какой валюкой расплачиатс вя налдоли
[2022-11-01 13:39:26,361][lightning][INFO] - reference : что такое обязательный платеж по кредитной карте
[2022-11-01 13:39:26,361][lightning][INFO] - prediction: чтотакое вязат на платеж по редитной карте
[2022-11-01 13:39:27,280][lightning][INFO] - reference : включи мимимишки
[2022-11-01 13:39:27,281][lightning][INFO] - prediction: включи мини мишки
[2022-11-01 13:39:29,011][lightning][INFO] - reference : сбер запустить отчет времени
[2022-11-01 13:39:29,012][lightning][INFO] - prediction: сбер запутить ажет мумини
[2022-11-01 13:39:30,690][lightning][INFO] - reference : в фильме жмурки
[2022-11-01 13:39:30,690][lightning][INFO] - prediction: имиушмурки
[2022-11-01 13:39:31,898][lightning][INFO] - reference : джой как получить смайлики сбербанка
[2022-11-01 13:39:31,899][lightning][INFO] - prediction: джой как получить смадики сбербанк
[2022-11-01 13:39:33,225][lightning][INFO] - reference : джой найди музыку для отдыха
[2022-11-01 13:39:33,225][lightning][INFO] - prediction: джой найдни музыку дляонтых
[2022-11-01 13:39:34,485][lightning][INFO] - reference : сбер через три минуты включи таймер на пятнадцать секунд
[2022-11-01 13:39:34,485][lightning][INFO] - prediction: сбер чеестменот включи таймерому пятнадц сегод
[2022-11-01 13:39:35,839][lightning][INFO] - reference : сбер посмотреть телеканал психология двадцать один
[2022-11-01 13:39:35,840][lightning][INFO] - prediction: сбер посмотреть телеканал сеолоне двадцить онденя
[2022-11-01 13:39:37,471][lightning][INFO] - reference : можно узнать остаток на счету ноль пять шестьдесят восемь
[2022-11-01 13:39:37,472][lightning][INFO] - prediction: можно узнать остатоплычитонол пятшидесофосем
[2022-11-01 13:39:38,880][lightning][INFO] - reference : в каком месте находится крымская эстакада
[2022-11-01 13:39:38,881][lightning][INFO] - prediction: в каком всти нахудится крискаэистокада
[2022-11-01 13:39:40,259][lightning][INFO] - reference : афина на какой системе работает биткоин
[2022-11-01 13:39:40,259][lightning][INFO] - prediction: афина на какойчистимы аботе лифо
[2022-11-01 13:39:41,635][lightning][INFO] - reference : сбер свяжись с надей по видеосвязи
[2022-11-01 13:39:41,635][lightning][INFO] - prediction: сбер свежеснять порис
[2022-11-01 13:39:42,902][lightning][INFO] - reference : сколько времени в лондоне
[2022-11-01 13:39:42,902][lightning][INFO] - prediction: сколько време млодыне
[2022-11-01 13:39:44,210][lightning][INFO] - reference : какие преобразования на ваш взгляд необходимы в системе местного самоуправления в москве
[2022-11-01 13:39:44,210][lightning][INFO] - prediction: какием ябразоване нрвосгят ня обкадило сястененеслогосму провлением двоскади
[2022-11-01 13:39:45,548][lightning][INFO] - reference : салют на каком языке написано тик ток
[2022-11-01 13:39:45,548][lightning][INFO] - prediction: салют на каком языкена писана тикток
[2022-11-01 13:39:46,680][lightning][INFO] - reference : телефон сто рублей
[2022-11-01 13:39:46,680][lightning][INFO] - prediction: фиьунсторубрей
[2022-11-01 13:39:47,976][lightning][INFO] - reference : запиши меня на стрижку в салон красоты
[2022-11-01 13:39:47,977][lightning][INFO] - prediction: озапиши меня настрежк салонрасатры
[2022-11-01 13:39:49,273][lightning][INFO] - reference : сотку матвею с сообщением держи
[2022-11-01 13:39:49,273][lightning][INFO] - prediction: соткомот вее собщение идевше
[2022-11-01 13:39:51,025][lightning][INFO] - reference : сбер что катализирует образование стенок высших растений
[2022-11-01 13:39:51,025][lightning][INFO] - prediction: сбер что то три зеру до бразование сте на кышу кростени
[2022-11-01 13:39:52,326][lightning][INFO] - reference :  
[2022-11-01 13:39:52,327][lightning][INFO] - prediction: 
[2022-11-01 13:39:53,596][lightning][INFO] - reference : салют узнай какими деньгами расплачиваются в киеве
[2022-11-01 13:39:53,597][lightning][INFO] - prediction: крспочияки
[2022-11-01 13:39:54,979][lightning][INFO] - reference : салют реальная жизнь включи
[2022-11-01 13:39:54,979][lightning][INFO] - prediction: салютри на жеиклучи
[2022-11-01 13:39:56,364][lightning][INFO] - reference :  
[2022-11-01 13:39:56,365][lightning][INFO] - prediction: лнамуодо
[2022-11-01 13:39:57,509][lightning][INFO] - reference : джой фильмы с мэлом гибсоном смотреть онлайн
[2022-11-01 13:39:57,509][lightning][INFO] - prediction: джой фильма согу ипсылисмотреть онлай
[2022-11-01 13:39:58,652][lightning][INFO] - reference : сбер проблемы с работой мобильного приложения не вижу кредиты
[2022-11-01 13:39:58,652][lightning][INFO] - prediction: сбер проблюн саботу мобильно приложени невижкредики
[2022-11-01 13:40:00,006][lightning][INFO] - reference : джой снять наличные комиссия
[2022-11-01 13:40:00,006][lightning][INFO] - prediction: джой снать наличный комеи
[2022-11-01 13:40:01,251][lightning][INFO] - reference : можете пожалуйста объяснить мне понятным языком чем занимаются инженеры различных
[2022-11-01 13:40:01,251][lightning][INFO] - prediction: можте пожалуйста веснит не поня медыкоечем бониматся денерора поишес
[2022-11-01 13:40:02,608][lightning][INFO] - reference : как это называется
[2022-11-01 13:40:02,608][lightning][INFO] - prediction: ка когананраетсь
[2022-11-01 13:40:03,930][lightning][INFO] - reference : джой найди гравити фолз второй сезон
[2022-11-01 13:40:03,930][lightning][INFO] - prediction: джой нати грялити фстрсизлалич
[2022-11-01 13:40:05,239][lightning][INFO] - reference : афина переведи дену сообщение велосипед
[2022-11-01 13:40:05,240][lightning][INFO] - prediction: афина переведи дно собщение девосепе
[2022-11-01 13:40:06,440][lightning][INFO] - reference : салют через сколько будильник сработает
[2022-11-01 13:40:06,440][lightning][INFO] - prediction: салют черезкольта буделиксработа
[2022-11-01 13:40:08,032][lightning][INFO] - reference : салют когда возник лаи
[2022-11-01 13:40:08,033][lightning][INFO] - prediction: салют когдо возмика
[2022-11-01 13:40:09,417][lightning][INFO] - reference : сбер переставь будильник на час завтра
[2022-11-01 13:40:09,417][lightning][INFO] - prediction: сбер перисавь будельник на чаавра
[2022-11-01 13:40:10,679][lightning][INFO] - reference : джой звонят мошенники хотят номер моей карты
[2022-11-01 13:40:10,679][lightning][INFO] - prediction: джой змаля мошонниди кокат номар мою карку
[2022-11-01 13:40:12,301][lightning][INFO] - reference : афина какая погода завтра в моей области
[2022-11-01 13:40:12,301][lightning][INFO] - prediction: афина какая погода затрамоли убости
[2022-11-01 13:40:13,685][lightning][INFO] - reference : джой слушать музыку с конца
[2022-11-01 13:40:13,686][lightning][INFO] - prediction: джой сужит музыку скаца
[2022-11-01 13:40:15,080][lightning][INFO] - reference : нужно снять старое покрытие и нанести новое запиши в студию маникюра и педикюра
[2022-11-01 13:40:15,080][lightning][INFO] - prediction: нужно стать стари поклюте инанести голоо запиши стоо чеванитеранипеттюра
[2022-11-01 13:40:16,283][lightning][INFO] - reference : включи мини фокс
[2022-11-01 13:40:16,283][lightning][INFO] - prediction: санючимразнефоллас
[2022-11-01 13:40:17,729][lightning][INFO] - reference :  
[2022-11-01 13:40:17,730][lightning][INFO] - prediction: 
[2022-11-01 13:40:19,198][lightning][INFO] - reference : салют
[2022-11-01 13:40:19,199][lightning][INFO] - prediction: салют
[2022-11-01 13:40:20,507][lightning][INFO] - reference : салют перенеси пожалуйста мои будильники на два часа вперед
[2022-11-01 13:40:20,507][lightning][INFO] - prediction: салют перивети пожалуйста мой будильники на двадььсят пре
[2022-11-01 13:40:21,837][lightning][INFO] - reference : салют какой стаж у натальи владимировны
[2022-11-01 13:40:21,837][lightning][INFO] - prediction:  салют какой сташу нотари моладимеров
[2022-11-01 13:40:23,054][lightning][INFO] - reference :  
[2022-11-01 13:40:23,054][lightning][INFO] - prediction: 
[2022-11-01 13:40:24,443][lightning][INFO] - reference : джой какие виды махашиваратри ты знаешь
[2022-11-01 13:40:24,443][lightning][INFO] - prediction: джой какие вины махосагора риты знаешьь
[2022-11-01 13:40:26,234][lightning][INFO] - reference : афина измени дату списания платежа по кредиту на десятое число
[2022-11-01 13:40:26,234][lightning][INFO] - prediction: фина змени дату списани плутежафапедеву десяты чсо
[2022-11-01 13:40:27,460][lightning][INFO] - reference : найди телевизионный канал тв три
[2022-11-01 13:40:27,460][lightning][INFO] - prediction: найди телевизионный канал тр ти
[2022-11-01 13:40:28,731][lightning][INFO] - reference : возможно подключить на эту карту спасибо азс магазин
[2022-11-01 13:40:28,732][lightning][INFO] - prediction: восмужно подключить наэту карту спасибо ай тоес могажине
[2022-11-01 13:40:29,852][lightning][INFO] - reference :  
[2022-11-01 13:40:29,852][lightning][INFO] - prediction: 
[2022-11-01 13:40:31,053][lightning][INFO] - reference : какой валютой расплачиваются в сомали
[2022-11-01 13:40:31,053][lightning][INFO] - prediction: какой валюто ясплачиваются в самовий
[2022-11-01 13:40:32,323][lightning][INFO] - reference : кого характеризует термин инсайт
[2022-11-01 13:40:32,323][lightning][INFO] - prediction: кобокорактелизовитермы инсайт
[2022-11-01 13:40:33,463][lightning][INFO] - reference : в каком регионе находится республика алтай
[2022-11-01 13:40:33,463][lightning][INFO] - prediction: в акомалимеоне находитсяриспублиаатай
[2022-11-01 13:40:34,608][lightning][INFO] - reference : средняя продолжительность жизни в болгарии
[2022-11-01 13:40:34,608][lightning][INFO] - prediction: рени подожитные жизни полкари
[2022-11-01 13:40:35,733][lightning][INFO] - reference : афина что такое сталинская премия
[2022-11-01 13:40:35,733][lightning][INFO] - prediction: афина что такое сталенское прени
[2022-11-01 13:40:36,782][lightning][INFO] - reference : включи телеканал тв центр
[2022-11-01 13:40:36,783][lightning][INFO] - prediction: включи телеканал вценг
[2022-11-01 13:40:37,929][lightning][INFO] - reference : какая основная тема у черного лета
[2022-11-01 13:40:37,929][lightning][INFO] - prediction: какая снанатема уженово едо
[2022-11-01 13:40:38,962][lightning][INFO] - reference : когда родился ди каприо
[2022-11-01 13:40:38,963][lightning][INFO] - prediction: когда радился дитабы
[2022-11-01 13:40:40,332][lightning][INFO] - reference : как оплатить бонусами спасибо за мобильную связь мтс
[2022-11-01 13:40:40,332][lightning][INFO] - prediction: как оплатить бонусы ми спасибо замобильною свяснинитоес
[2022-11-01 13:40:41,504][lightning][INFO] - reference : салют пополни счет николаю
[2022-11-01 13:40:41,504][lightning][INFO] - prediction: салют попома чет никова
[2022-11-01 13:40:42,583][lightning][INFO] - reference : музей изобразительных искусств имени а с пушкина
[2022-11-01 13:40:42,583][lightning][INFO] - prediction: сомуде запозикоскорт имнайспускиеро
[2022-11-01 13:40:44,264][lightning][INFO] - reference : афина сделать перевод денег пятьсот рублей начальнику
[2022-11-01 13:40:44,264][lightning][INFO] - prediction: афина стелай перевод дене пятьсот рублей на чатнико
[2022-11-01 13:40:45,506][lightning][INFO] - reference : афина сколько километров до ближайшего банкомата
[2022-11-01 13:40:45,506][lightning][INFO] - prediction: афина сколько келометруты ближайшего банкомата
[2022-11-01 13:40:46,628][lightning][INFO] - reference : хочу посмотреть фильм с джимом керри
[2022-11-01 13:40:46,628][lightning][INFO] - prediction: хочу посмотреть фильм  жинамкере
[2022-11-01 13:40:47,970][lightning][INFO] - reference : афина источники либерализм
[2022-11-01 13:40:47,970][lightning][INFO] - prediction: афина источкерелигерализ
[2022-11-01 13:40:49,088][lightning][INFO] - reference : кто по образованию хасис
[2022-11-01 13:40:49,089][lightning][INFO] - prediction: то бог заани косис
[2022-11-01 13:40:50,076][lightning][INFO] - reference : джой что называется дебетовой картой
[2022-11-01 13:40:50,076][lightning][INFO] - prediction: джой что называется дебетовой карты
[2022-11-01 13:40:51,280][lightning][INFO] - reference : переведи артему и напиши долг
[2022-11-01 13:40:51,280][lightning][INFO] - prediction: передяж жемо инапиши дуг
[2022-11-01 13:40:52,315][lightning][INFO] - reference : сбер разбуди меня завтра в семь тридцать
[2022-11-01 13:40:52,316][lightning][INFO] - prediction: сбер азбуди мну затры се тридцать
[2022-11-01 13:40:53,295][lightning][INFO] - reference : салют самый темный месяц в исландии
[2022-11-01 13:40:53,295][lightning][INFO] - prediction: салют самы тена мися вазлае
[2022-11-01 13:40:54,501][lightning][INFO] - reference : салют найди телевизионный канал тв центр
[2022-11-01 13:40:54,502][lightning][INFO] - prediction: салют найи телевизионный канал тв цнтр
[2022-11-01 13:40:55,598][lightning][INFO] - reference : пополни мой мобильный счет
[2022-11-01 13:40:55,599][lightning][INFO] - prediction: они мот набильный счт
[2022-11-01 13:40:57,000][lightning][INFO] - reference : запись на маникюр и педикюр коррекция
[2022-11-01 13:40:57,000][lightning][INFO] - prediction: запись на менегю педекюр кореция
[2022-11-01 13:40:58,718][lightning][INFO] - reference : джой перевести пятьсот рублей надежде петровне
[2022-11-01 13:40:58,719][lightning][INFO] - prediction: джой перевести пятьсот рублей надеже тетронет
[2022-11-01 13:41:00,091][lightning][INFO] - reference : салют какие виды всемирной универсиады ты знаешь
[2022-11-01 13:41:00,091][lightning][INFO] - prediction: салют какие виды в сеневные унекеседа ты знаешь
[2022-11-01 13:41:01,075][lightning][INFO] - reference : чем лучше расплачиваться в нью йорке
[2022-11-01 13:41:01,075][lightning][INFO] - prediction: имб
[2022-11-01 13:41:02,328][lightning][INFO] - reference : сколько будет восемью восемь если ты знаешь таблицу умножения
[2022-11-01 13:41:02,329][lightning][INFO] - prediction: сколько бодет ваосемью восеммесяты знашпоблица в нажение
[2022-11-01 13:41:03,425][lightning][INFO] - reference : салют и где она
[2022-11-01 13:41:03,425][lightning][INFO] - prediction: салют идионам
[2022-11-01 13:41:04,582][lightning][INFO] - reference : афина включи песни земфиры
[2022-11-01 13:41:04,583][lightning][INFO] - prediction: афина включи печний зитер
[2022-11-01 13:41:05,839][lightning][INFO] - reference :  
[2022-11-01 13:41:05,840][lightning][INFO] - prediction: 
